text,label
"If I get another card, what kind of fees am I looking at?",39
Can I get my card fast tracked?,12
How do you decide what the exchange rates are?,32
"I know this very late, but I just went through my statements from the last couple months and there's one quite large-ish payment that I definitely haven't made. Is it still possible to dispute it?",28
What is with the need to have all my ID information?,74
How do i receive a physical card?,43
How are exchange rates determined?,32
I had to pay money for paying with my card.,15
where do I go to top up with cash?,58
Can I track history on funds?,70
What documents do I need to validate my identity?,69
Where do I scan my card?,13
I have a duplicate payment on my account,63
I'm being charged for using my card!,15
"I need to know this, where do my funds come from?",70
Can I get a disposable card?  How many can I have?  How often can I use them?,29
I got declined when attempting a transfer,27
I just bought an item and changed my mind.  I have not received it yet how can I get refunded.  Thank you.,52
What do I do if I have been charged twice?,63
I've been waiting for over an hour for a top up to go through.  How long is this supposed to take?  I really need this money.,47
I think that somebody is utilizing my card without my authorization!,22
How often can I top up?,60
I thought crypto top up with something you offered and it does not appear that it's working even though the money has disappeared out of my account. Can you tell me what's going on?,61
How many cards can I have?,39
I need several disposable cards made per day.,29
Do you know when the withdrawal will show?,46
You can use it anywhere that accepts Mastercard.,10
"Hello, I tried to take out some money out of the ATM, but it's still showing that it's pending? I really don't want to be charged for this.",46
How can I exchange USD and GBP in the app?,33
HOW LONG THE CARD VALIDITY,14
I seem to of forgotten my passcode.,44
Can I use my Apple watch to fill my gas tank?,2
Can you tell me my code to get into the app?,44
"So, I was just charged for my recent ATM withdrawal and any withdrawal prior to this has been free. What is the issue here?",19
"I deposited a cheque, but my account balance stayed the same.",6
Can I top-up automatically?,4
What's the problem? I thought you offered crypto top up. This doesn't appear to be working at all. My money has now vanished from my account.,61
What currences are available for exchange?,33
Can you please explain why the exchange rate for the item I bought is wrong?,17
My refund is still pending,51
"Would you please check my Card. As Withdrawal was working fine so far, but this morning suddenly got declined. Can you please check the problem?",26
How often am I able to top-up?,60
I asked for a refund but its not here yet,51
What is needed for my daughter to open an account?,1
My top up doesn't work,59
What steps do I have to take to change my PIN?,21
I used the wrong account.,8
I have a disposable virtual card. Is there a limit to how many times I can use it?,29
The refund isn't appearing in my account,51
are there any country restrictions?,24
I don't have a password.,44
"I'm not sure what to do about the PIN, because I don't have one yet.",38
"Hi, Today i have withdrawn cash from ATM but i got wrong amount and in the app it is showing much more amount than that.",75
Is there an issue with my card payment as it has not gone through.,25
I tried to transfer but it was declined,27
I need immediate assistance in canceling a transfer which was a mistake. Please help me quickly so this does not go through.,8
"How long is a top up supposed to be pending, because an hour is too long! Can you fix this to go through?",47
"Why is my transfer not working? I tried multiple times to transfer money, and all that happens is an error message pops up.",7
"I would like to delete my account now, please.",55
I was charged twice for a few things this week when I only bought one. What do I do?,63
Can I get a few more physical cards?,39
What is needed to activate my card?,0
What are age requirements for opening an account?,1
